,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,churn,state_AK,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY,area_code_408,area_code_415,area_code_510
29,1,0,0,0,-1.7531398359801926,-0.32787623392838344,-1.373882081431483,-2.0188652394675874,0.9809714640367003,2.561538931566071,1.4779031429822662,0.9020663737554556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30,0,0,0,0,0.554995571576416,0.1927019554694021,-0.08706734592733138,0.3583671891736506,0.8905450230493291,-0.09475163775269137,-0.07937417020720641,0.4006646229955956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,0,0,0,0,0.9388680562018958,0.8694536016865233,0.9237176855103433,1.0067033060758064,1.6055447889959833,-0.5197581288436934,0.5195786425579756,-0.6021388785241245,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0,0,1,1,-0.2503198961698032,-0.379934052868162,-0.21614598451956882,-1.3705291225654315,0.20288348344769438,0.8615129672020633,-0.8779779205607824,-0.10073712776426445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,0,0,1,1,0.455352075567249,-1.1087435180250618,0.2266930371122613,0.08822714046441904,-1.0736013928158907,-1.5291485451848232,1.6775540805706601,0.9020663737554556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0,0,1,1,-0.7485373762156388,1.3900317910843087,-0.8615391774807558,-1.1003890738561999,-1.5677924075143135,0.4896322874974364,1.5976937055353029,0.9020663737554556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0,0,0,0,-1.0017298660749978,-1.9416686210615186,0.35378585049538686,0.8446192768502675,0.5036039732429051,0.4365064761110612,-0.19916473276024307,0.4006646229955956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,1,1,1,1,0.19235858610043097,0.24475977440918065,-0.36309704999380843,-0.07385688876111991,-2.1482039822239507,0.3833806647246859,0.00048620482815090035,0.9020663737554556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1,0,0,0,-0.844913872355653,-0.379934052868162,1.3089677760779441,-0.4520529569540441,-0.32705751954806084,0.4365064761110612,0.24006732993422356,2.406271626035036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,0,0,0,0,-1.075237363130941,0.036528498650066424,-0.7761486934889679,-0.8302490251469683,-0.33757222198845277,1.870903383543193,-0.4387458578663157,-1.1035406292839844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0,0,0,0,-1.0997398621495889,-1.0046278801455049,1.5154935978255237,-0.12788489850296622,2.263765161764521,-1.1572678654801964,-0.19916473276024307,-0.10073712776426445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1,0,0,0,-1.7368048366344275,-1.2649169748443976,-0.805936071625638,0.5204512183991896,-0.5331456873797437,-0.4135065060709429,-0.5186062329016738,-0.10073712776426445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,0,0,0,0,-0.6227578812532477,-1.785495164242183,0.3954881798867256,0.9526752963339602,1.2922066562723031,-0.7322613743891945,-2.7946269214093644,-0.6021388785241245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,0,1,1,-1.1634463595980724,-0.22376059604882634,0.14130255312047324,-0.4520529569540441,-0.8569985225438166,0.8615129672020633,-0.7981175455254251,0.4006646229955956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,0,0,0,0,0.3132375812590928,0.9735692395660803,-0.8595533522716446,1.1687873353013456,-1.4542336211580806,0.9677645899748137,1.0786012678054782,0.4006646229955956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,1,0,0,0,-0.08370290284299935,1.6503208857832015,-1.415584410822821,-1.4245571323072779,0.8064274035261934,1.4458968924521909,-1.2373496082198918,0.4006646229955956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,1,0,0,0,-0.5394493845898458,0.661222325927409,0.5047085663878496,0.8986472865921138,-1.275483679671417,-0.46663231745731815,-0.6783269829723884,-0.6021388785241245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,0,0,1,1,-0.9625258676451619,1.7544365236627586,0.22470721190314952,-2.289005288176819,-2.802218474016332,-1.1041420540938212,0.2001371424165449,-0.6021388785241245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47,0,0,0,0,-0.0036614060487502524,0.3488754122887377,1.2692512718957172,-0.23594091798665887,0.6928686171699605,-0.6791355630028192,-1.0776288581491766,0.4006646229955956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,0,0,0,0,0.46515307517470794,-2.3060733536399685,0.10357187414735759,0.7905912671084212,0.9494273567155244,1.5521485152249415,-1.4769307333259647,-0.6021388785241245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,0,0,0,0,-0.09840440225418803,0.557106688047852,-0.3114655945569136,-1.8567812102420485,1.6602212416860223,-2.272909904594077,0.3598578924872602,0.9020663737554556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50,0,0,0,0,-0.5214808853095042,0.8173957827467447,1.223577292086156,-1.802753200500202,0.5183245566594535,-1.688525979343949,-0.4786760453839944,0.4006646229955956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51,0,0,0,0,-0.671762879290543,-0.9525700612057261,0.2743528421309331,0.8446192768502675,0.0010011965921686227,1.4458968924521909,-0.31895529531327976,-0.6021388785241245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
52,0,0,0,0,-0.271555395319298,-1.785495164242183,0.8621571040278917,-0.8302490251469683,1.395250740188144,-0.09475163775269137,-0.11930435772488579,-0.6021388785241245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,1,0,0,0,-1.0654363635234818,-0.17170277710904777,-0.5140197658862705,-2.0728932492094336,-1.325954251385298,1.4990227038385662,-0.997768483113819,-1.1035406292839844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,1,0,1,1,0.10251608969872289,1.4420896100240874,-2.5931787598258484,-1.2624731030817389,-0.4763662942016273,-1.2103936768665717,-1.8762326085027528,-0.6021388785241245,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,1,0,0,0,0.6072675694828645,0.08858631758984498,-0.5656512213231654,1.3848993742687308,-0.3060281146672769,-0.25412907191181716,0.5994390175933328,1.9048698752751758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,1,0,0,0,-0.00039440617959741786,-0.22376059604882634,-0.7145881120065162,-0.3439969374703515,-0.7833956054610728,-2.432287338753203,0.3598578924872602,-0.10073712776426445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,1,0,1,1,1.2492330437714332,-0.9525700612057261,-0.5497646196502749,2.2493475301382717,-0.7897044269253076,0.3302548533383106,0.4397182675226175,-0.6021388785241245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58,0,0,1,1,0.02574159277362665,-0.5361075096874975,0.7986106973363283,-0.23594091798665887,-1.3848365850514934,-0.4135065060709429,1.6376238930529814,-0.6021388785241245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1,0,1,1,-0.18661339872131966,-0.4840496907477191,-0.3591253995755854,-1.964837229725741,1.2964125372484596,-2.485413150139578,0.8390201426994055,-0.6021388785241245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
60,0,0,0,0,-0.9951958663366921,-0.17170277710904777,-0.8535958766443104,-0.18191290824481252,-0.9432190825550306,0.3302548533383106,-0.9179081080784617,0.9020663737554556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,0,0,1,1,-0.7191343773932618,-1.421090431663733,-0.7225314128429616,-0.6681649959214294,0.21550112637616464,0.11775160779280965,-1.7165118584320371,0.4006646229955956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
62,0,1,0,0,0.9699045549588496,0.1927019554694021,0.1373309027022508,0.1962831599481117,-0.9684543684119712,-1.7416517907303244,-0.4786760453839944,-0.10073712776426445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
63,1,1,0,0,-1.0932058624112826,-0.4319918718079406,0.010238089319124611,1.0067033060758064,-1.5677924075143135,2.083406629088694,-0.8779779205607824,1.9048698752751758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,1,0,0,0,0.31813808106282204,-1.6293217074228474,0.21874973627581581,-1.1003890738561999,-1.0588808093993423,-2.113532470434951,-1.0776288581491766,-1.6049423800438445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65,1,0,0,0,-0.21601639754369656,-0.015529320289712127,-0.7304747136794071,0.5204512183991896,-1.1619248933151836,0.011499985020059144,1.3181823929115515,-0.6021388785241245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66,1,0,0,0,0.8114550613049284,-0.4319918718079406,-0.7026731607518482,-0.938305044630661,1.9230888026958215,0.22400323056556015,0.5195786425579756,1.4034681245153158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
